	Unnamed: 0	_id	pos_processed_news	news_table_id	id	arquivo_hash	news_link	news_site_date	news_site_title	news_site_authors	news_site_text	search_newspaper	title_len	arquivo_date	feminicidio	violencia_domestica	violencia_sexual	assedio_sexual	mulheres_assassinadas	search_keywords	title_countains_keyword	annotated_data	dateyear	country	region	lat	lon	district	cont_mad_azo	geometry
135	1551	60082d71d0d6153140dd67e6	60082d3d6c4fa8b10676d900	6001e51ddaf0a7a32dd410e0	IAH-20130118013733-00163-p12.arquivo.pt	7d4510de16d90fa14584ecbe0776ac5e	https://arquivo.pt/noFrame/replay/20130118040247/http://www.publico.pt/sociedade/noticia/corpo-de-emigrante-assassinada-cremado-quase-dois-meses-depois-cinzas-divididas-com-portugal-1560778		Corpo de emigrante assassinada cremado quase dois meses depois, cinzas divididas com Portugal	[]	O corpo da emigrante de Ponte de Lima assassinada pelo ex-companheiro foi cremado segunda-feira na Suíça, quase dois meses depois do crime, e as cinzas serão distribuídas por aquele país e Portugal, por acordo entre os familiares.  A informação foi confirmada hoje à agência Lusa por fonte do consulado português em Zurique, Suíça, e a decisão terminou com um impasse que se prolongava desde o início do mês de Julho, face ao desejo da filha da emigrante, de 13 anos, de realizar as cerimónias fúnebres naquele país, onde vai continuar a residir.    Por outro lado, os avós maternos, naturais de Vilar das Almas, Ponte de Lima, insistiam na realização do funeral em Portugal.    Face a este diferendo, o processo de transladação do corpo foi suspenso em julho.    O corpo da emigrante portuguesa foi libertado pelas autoridades locais poucos dias depois do homicídio, a 4 de Julho, e esperou até agora por um destino, concretizado com a obtenção nos últimos dias de um acordo, mediado pelas autoridades suíças, entre os familiares.    Uma parte das cinzas foi utilizada nas cerimónias fúnebres realizadas na Suíça, por desejo da menor, e as restantes serão transportadas para Portugal, conforme a vontade dos avós maternos.    Entretanto, a tutela da menor, de nacionalidade portuguesa, será entregue, segundo a mesma fonte, a uma tia que também reside na Suíça, dado que o pai está detido em Portugal, suspeito da autoria deste homicídio.    O homicídio da mulher, de 31 anos, aconteceu quando o ex-companheiro, um trabalhador da construção civil, a terá atingido a tiro num parque de estacionamento na Suíça.    As autoridades locais emitiram um mandado internacional de captura e solicitaram o apoio da polícia portuguesa na procura do suspeito, natural, tal como a vítima, do concelho de Ponte de Lima.    O homem acabou por se entregar vinte dias depois do homicídio na Polícia Judiciária, em Braga, tendo confessado o crime.    Segundo aquela polícia, o homicídio terá sido “motivado por razões passionais”, tendo o agressor utilizado uma arma de fogo para atingir a ex-companheira, “com vários disparos que acabaram por lhe causar a morte”, suspeitando-se ainda do envolvimento de, pelo menos, mais um português.    O emigrante já estava referenciado pelas autoridades suíças por episódios de maus-tratos à mulher até à separação do casal, em Outubro de 2011, após a qual a ex-companheira assumiu a custódia da filha de ambos, de 13 anos.    Encontra-se detido preventivamente por ordem do Tribunal Judicial de Ponte de Lima, após a abertura de um processo de investigação ao homicídio, decidido pelo procurador do Ministério Público daquela comarca.    O julgamento deverá acontecer em Portugal tendo em conta a impossibilidade constitucional de extraditar cidadãos nacionais, o que só pode acontecer em casos de terrorismo ou criminalidade internacional.        	publico	13	2013-01-18 04:02:47	False	False	False	False	True	True	True	y	2013	Portugal	Área Metropolitana do Porto	40.95087048888889	-8.556911589567024	AVEIRO	continental	POINT (-8.556911589567024 40.95087048888889)
133	1520	60082d71d0d6153140dd67ab	60082d3d6c4fa8b10676d8c5	600219a37f92159084b659c7	IAH-20130330033957-00178-p12.arquivo.pt	415610b51936c85c1ea5d1f4e4fee143	https://arquivo.pt/noFrame/replay/20130330043359/http://www.dn.pt/inicio/portugal/interior.aspx?content_id=3133055&seccao=Sul		Detido homem que matou mulher grávida	[]	Os factos verificaram-se na madrugada de ontem, em Lisboa, no interior da casa de morada de família, onde o autor agrediu a vítima, uma mulher de 35 anos de idade e sua companheira, provocando-lhe a morte.  A vítima encontrava-se em estado avançado de gravidez e foi atingida repetidamente com golpes de diversos objetos de uso doméstico.  A vítima e o autor mantinham uma relação de conflitualidade permanente, traduzido na ocorrência de vários episódios de violência doméstica.  O detido, de 34 anos de idade, vai ser presente a primeiro interrogatório judicial para aplicação das medidas de coação tidas por adequadas.	diario_noticias	6	2013-03-30 04:33:59	False	True	False	False	True	True	True	y	2013	Portugal	Grande Lisboa	38.70775070000001	-9.1365919	LISBOA	continental	POINT (-9.136591900000001 38.70775070000001)
132	1519	60082d71d0d6153140dd67aa	60082d3d6c4fa8b10676d8c4	6001ea3adaf0a7a32dd412bc	IAH-20130330050627-00209-p12.arquivo.pt	e9fd3f49463e39c5b1c8f036863396df	https://arquivo.pt/noFrame/replay/20130330051401/http://www.dn.pt/especiais/interior.aspx?content_id=3132672&especial=Revistas%20de%20Imprensa&seccao=TV%20e%20MEDIA		Desempregado mata mulher grávida	[]	O parto estava marcado para o dia 5 de abril, mas o bebé não resistiu à morte da mãe, Djilam Sanhá, assassinada anteontem à noite na Ameixoeira, em Lisboa.  Delide, desempregado da construção civil, de 35 anos, matou a companheira à frente do sobrinho de apenas 10 anos.  Segundo o Correio da Manhã o cadáver só foi encontrado ontem.	diario_noticias	4	2013-03-30 05:14:01	False	False	False	False	True	True	True	y	2013	Portugal	Grande Lisboa	38.70775070000001	-9.1365919	LISBOA	continental	POINT (-9.136591900000001 38.70775070000001)
130	1499	60082d71d0d6153140dd6769	60082d3d6c4fa8b10676d883	6001ecdadaf0a7a32dd41580	IAH-20130903054352-00157-p12.arquivo.pt	eb66602f6f88dcab7d0bb88eca7b1e4d	https://arquivo.pt/noFrame/replay/20130903054559/http://sol.sapo.pt/inicio/Sociedade/Interior.aspx?content_id=57858		Cinzas de corpo de emigrante assassinada divididas entre a Suíça e Portugal	[]	O corpo da emigrante de Ponte de Lima assassinada pelo ex-companheiro foi cremado segunda-feira na Suíça, quase dois meses depois do crime, e as cinzas serão distribuídas por aquele país e Portugal, por acordo entre os familiares.  A informação foi confirmada hoje à agência Lusa por fonte do consulado português em Zurique, Suíça, e a decisão terminou com um impasse que se prolongava desde o início do mês de Julho, face ao desejo da filha da emigrante, de 13 anos, de realizar as cerimónias fúnebres naquele país, onde vai continuar a residir.  Por outro lado, os avós maternos, naturais de Vilar das Almas, Ponte de Lima, insistiam na realização do funeral em Portugal.  Face a este diferendo, o processo de transladação do corpo foi suspenso em Julho.  O corpo da emigrante portuguesa foi libertado pelas autoridades locais poucos dias depois do homicídio, a 4 de Julho, e esperou até agora por um destino, concretizado com a obtenção nos últimos dias de um acordo, mediado pelas autoridades suíças, entre os familiares.  Uma parte das cinzas foi utilizada nas cerimónias fúnebres realizadas na Suíça, por desejo da menor, e as restantes serão transportadas para Portugal, conforme a vontade dos avós maternos.  Entretanto, a tutela da menor, de nacionalidade portuguesa, será entregue, segundo a mesma fonte, a uma tia que também reside na Suíça, dado que o pai está detido em Portugal, suspeito da autoria deste homicídio.  O homicídio da mulher, de 31 anos, aconteceu quando o ex-companheiro, um trabalhador da construção civil, a terá atingido a tiro num parque de estacionamento na Suíça.  As autoridades locais emitiram um mandado internacional de captura e solicitaram o apoio da polícia portuguesa na procura do suspeito, natural, tal como a vítima, do concelho de Ponte de Lima.  O homem acabou por se entregar vinte dias depois do homicídio na Polícia Judiciária, em Braga, tendo confessado o crime.  Segundo aquela polícia, o homicídio terá sido «motivado por razões passionais», tendo o agressor utilizado uma arma de fogo para atingir a ex-companheira, «com vários disparos que acabaram por lhe causar a morte», suspeitando-se ainda do envolvimento de, pelo menos, mais um português.  O emigrante já estava referenciado pelas autoridades suíças por episódios de maus-tratos à mulher até à separação do casal, em Outubro de 2011, após a qual a ex-companheira assumiu a custódia da filha de ambos, de 13 anos.  Encontra-se detido preventivamente por ordem do Tribunal Judicial de Ponte de Lima, após a abertura de um processo de investigação ao homicídio, decidido pelo procurador do Ministério Público daquela comarca.  O julgamento deverá acontecer em Portugal tendo em conta a impossibilidade constitucional de extraditar cidadãos nacionais, o que só pode acontecer em casos de terrorismo ou criminalidade internacional.  Lusa/SOL	sol	12	2013-09-03 05:45:59	False	False	False	False	True	True	True	y	2013	Portugal	Área Metropolitana do Porto	40.95087048888889	-8.556911589567024	AVEIRO	continental	POINT (-8.556911589567024 40.95087048888889)
129	1463	60082d71d0d6153140dd6718	60082d3d6c4fa8b10676d832	60021deb7f92159084b65ef7	IAH-20131018160149-00020-p12.arquivo.pt	8798a2c1230524bf5c8cfcbefb9aa9c7	https://arquivo.pt/noFrame/replay/20131018160657/http://sol.sapo.pt/inicio/Sociedade/Interior.aspx?content_id=88381		Homem mata mulher e suicida-se em frente ao neto de quatro anos	[]	Um homem matou hoje a mulher com um tiro de caçadeira e suicidou-se de seguida com a mesma arma, perto de São Miguel de Machede (Évora), revelou à agência Lusa fonte da GNR.  Fonte do Comando Distrital de Operações de Socorro (CDOS) de Évora adiantou à Lusa que o homicídio seguido de suicídio ocorreu por volta das 11:00 no lugar de Courelas do Monte da Aldeia, na freguesia de São Miguel de Machede, no concelho de Évora.  O caso ocorreu na residência do casal, na casa dos 60 anos, indicou a fonte da GNR, acrescentando que no local encontrava-se uma criança de quatro anos, que é supostamente neta do homem e da mulher.  A mesma fonte disse desconhecer as razões que levaram o homem a matar a mulher e a suicidar-se de seguida.  No local, estiveram uma ambulância da corporação de bombeiros de Évora, uma Viatura Médica de Emergência e Reanimação (VMER) e a GNR.  A investigação passou para a alçada da Polícia Judiciária (PJ).  Lusa/SOL	sol	13	2013-10-18 16:06:57	False	False	False	False	True	True	True	y	2013	Portugal	Alentejo Central	38.5972173	-7.857278972902588	ÉVORA	continental	POINT (-7.857278972902588 38.5972173)
128	1458	60082d71d0d6153140dd6712	60082d3d6c4fa8b10676d82c	60021dec7f92159084b65efa	IAH-20131021025007-00137-p12.arquivo.pt	8567d51a2a9d139c3f3a727b426ead91	https://arquivo.pt/noFrame/replay/20131021025914/http://sol.sapo.pt/inicio/Sociedade/Interior.aspx?content_id=87244		Loulé: Homem mata a mulher e suicida-se de seguida	[]	"Uma agressão com arma de fogo resultou hoje em dois mortos na zona do Esteval, Loulé, disse à Lusa fonte do Comando Distrital de Operações de Socorro (CDOS) de Faro.  Posteriormente, fonte do Comando Distrital da GNR disse à Lusa que o crime terá ocorrido por volta das 14:30 e terá tido origem numa discussão entre um casal.  Após a discussão a mulher, de 49 anos, terá saído de casa, altura em que o marido, de 51 anos, terá disparado um tiro mortal contra a esposa tendo-se suicidado de seguida, prosseguiu.  As mortes ocorreram após uma perseguição de carro, feita pelo homem à sua mulher. O condutor da viatura embateu no carro conduzido pela sua mulher, saiu do seu veículo e disparou mortalmente contra ela.  Segundo fonte da GNR, o alegado homicida embateu no carro da mulher ""na estrada que liga a Estação da CP, na zona de Esteval, ao Estádio Algarve, saiu da viatura e efectuou o, ou os disparos com uma pistola"".  A vítima estava acompanhada da sua mãe no automóvel, mas não sofreu ferimentos.  O marido, de 51 anos, suicidou-se depois de atingir mortalmente a mulher, adiantou fonte da GNR.  As autoridades estiveram no local e já começaram a investigação.  Lusa/SOL  actualizada às 20h48"	sol	10	2013-10-21 02:59:14	False	False	False	False	True	True	True	y	2013	Portugal	Algarve	37.17226273333333	-8.049236836588124	FARO	continental	POINT (-8.049236836588124 37.17226273333333)
127	1454	60082d71d0d6153140dd6703	60082d3d6c4fa8b10676d81d	6002199e7f92159084b659be	IAH-20131025043439-00157-p12.arquivo.pt	2e3238570a600609ca1b4f6380ad1340	https://arquivo.pt/noFrame/replay/20131025045346/http://www.dn.pt/especiais/interior.aspx?content_id=3456042&especial=Revistas%20de%20Imprensa&seccao=TV%20e%20MEDIA		Mata a mulher a tiro por ciúmes	[]	"O ""Correio da Manhã"" escreve hoje que ""controlador e sem conseguir segurar os ciúmes que sentia da mulher, João Vitorino, de 75 anos, decidiu colocar fim à vida de ambos. Primeiro, assassinou à queima-roupa Maria Augusta Reis, de 59 anos, com um tiro na cabeça. Deixou-a sentada no sofá da sala, já cadáver, chamou um sobrinho a casa e só depois, num quarto, suicidou-se com a mesma pistola"".  Segundo o jornal, Maria Augusta é a 24ª vítima mortal, este ano, num contexto de violência doméstica. A tragédia aconteceu anteontem à noite, no apartamento que o casal partilhava há 15 anos na rua Dr. Jorge Pires, em Mirandela. ""Aquilo foi crise de ciúmes"", disse uma irmã de Maria Augusta. ""Ela era muito vistosa e ele já estava acabado. Isso incomodava-o"", disse uma familiar de João Vitorino""."	diario_noticias	7	2013-10-25 04:53:46	False	True	False	False	True	True	True	y	2013	Portugal	Terras de Trás-os-Montes	41.489615	-7.1774792000000005	BRAGANÇA	continental	POINT (-7.177479200000001 41.489615)
126	1437	60082d71d0d6153140dd66e8	60082d3d6c4fa8b10676d802	600219a07f92159084b659c0	IAH-20131114013257-41241-p13.arquivo.pt	c2702bb6f7db7109b1a567848ca590ce	https://arquivo.pt/noFrame/replay/20131114015742/http://www.dn.pt/inicio/portugal/interior.aspx?content_id=1434467&seccao=Centro&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+DN-Portugal+%28DN+-+Portugal%29		Homem mata ex-mulher e um militar da GNR a tiro	[]	Querida mãe, gosto muito de ti, lê-se no desenho pendurado na parede. A casa esconde a violência extrema de uma mãe que tudo fez para salvar os filhos, um rapaz de 13 e uma menina de seis, a autora daquelas pinceladas coloridas feitas no infantário. Há muito tempo que Maria Manuela Rama Costa, de 35 anos, temia pela sua vida. Silêncio de dor que alguns familiares conheciam. Porém, todos temiam represálias de Mário Joaquim, o ex-marido de quem estava separada há mais de um ano.  Manuela, vítima de maus tratos, foi ontem de manhã, pela primeira vez , queixar-se à GNR de Montemor-o-Velho. Tinha passado uma noite de terror na casa dos pais (já falecidos), onde agora morava, em Porto Luzio (Carapinheira/Montemor-o-Velho). Foi morta, a tiro, à porta do posto da GNR, com disparos de caçadeira que o ex-marido usara minutos antes para ameaçar os bombeiros que a socorriam.O homem de quem tinha dois filhos matou ainda um guarda da GNR, com um revólver, e feriu outro dentro do posto, depois de ser preso.  Mário, de 41 anos, conhecido por ser amante de cavalos e touros, tinha, aliás, mais armas em casa, situada não muito longe do café/bar, na localidade de Carapinheira, que ele geria. Manuela, mesmo depois da separação, ia a esse bar fazer limpeza. Por medo, diz quem a conhecia.  Ontem, eram 07.56 quando chegou o pedido de ajuda aos Voluntários de Montemor-o-Velho. A noite tinha sido dramática. O filho de 13 anos, em pânico, tinha fugido para o local onde costumava passear a cavalo com o pai. A ma~e achou que devia queixar-se à GNR e os militares entenderam que Manuela devia ser sujeita a perícia forense no hospital.  No hall de entrada da GNR, por debaixo de um relógio de ponteiros imóveis, um cartaz incita à denúncia de violência doméstica. Manuela decidira finalmente fazê-lo. Foi ali que a sua vida parou.	diario_noticias	11	2013-11-14 01:57:42	False	True	False	False	True	True	True	y	2013	Portugal	Baixo Mondego	40.1726104	-8.684448300000001	COIMBRA	continental	POINT (-8.684448300000001 40.1726104)
125	1425	60082d71d0d6153140dd66d9	60082d3d6c4fa8b10676d7f3	6001f12ddaf0a7a32dd419c3	IAH-20140507170147-00026-p12.arquivo.pt	3a70ee835c7fa7485ab0e342c5131cc5	https://arquivo.pt/noFrame/replay/20140507171210/http://www.jn.pt/PaginaInicial/Seguranca/Interior.aspx?content_id=3848856		Mulher assassinada à facada na Baixa da Banheira	['Carlos Varela']	foto Diana Quintela/Global Imagens Crime ocorreu em casa da vítima  O crime ocorreu na rua da Cidade de Pinhel, na Baixa da Banheira, cerca das 8 horas, dentro da habitação da vítima, onde esta residia com os filhos.  O suspeito do crime está em fuga, não se sabendo com rigor a sua identificação. As autoridades suspeitam que o crime tenha sido cometido por alguém próximo.  No local do crime está a PSP e a Polícia Judiciária de Setúbal a proceder a diligências.	jornal_noticias	8	2014-05-07 17:12:10	False	False	False	False	True	True	True	y	2014	Portugal	Setúbal Peninsula	38.6594253	-9.0439474	SETÚBAL	continental	POINT (-9.0439474 38.6594253)
124	1423	60082d71d0d6153140dd66d7	60082d3d6c4fa8b10676d7f1	6001f132daf0a7a32dd419ce	IAH-20140507203632-00084-p12.arquivo.pt	ae646d0ca36754a308270eb514e6ac52	https://arquivo.pt/noFrame/replay/20140507214052/http://www.jn.pt/PaginaInicial/Seguranca/Interior.aspx?content_id=3847307		Homem matou advogada da ex-mulher em Estremoz	['Teixeira Correia']	O crime ocorreu cerca das 16 horas desta terça-feira no escritório da advogada, de 50 anos, situado na Praça da República, em Estremoz.  De acordo com as primeiras informações, o homem não teria gostado da forma como a advogada defendeu a ex-mulher no Tribunal da Comarca de Estremoz.  Por isso, decidiu ir ajustar contas com a causídica ao seu escritório.  De acordo com as autoridades, o homem não utilizou qualquer arma e poderá ter batido com a cabeça da advogada no chão.  A mulher foi transportada ainda com vida ao Serviço de Urgência Básica de Estremoz, onde acabou por falecer.	jornal_noticias	8	2014-05-07 21:40:52	False	False	False	False	True	True	True	y	2014	Portugal	Alentejo Central	38.8432944	-7.586907000000001	ÉVORA	continental	POINT (-7.586907000000001 38.8432944)
123	1421	60082d71d0d6153140dd66d5	60082d3d6c4fa8b10676d7ef	6001e527daf0a7a32dd410ee	IAH-20140508062036-00287-p12.arquivo.pt	1575f3edf39e4c441251aefea6a9c229	https://arquivo.pt/noFrame/replay/20140508075413/http://www.publico.pt/local/noticia/advogada-assassinada-em-estremoz-1634877		Advogada assassinada em Estremoz	[]	"Uma advogada de 50 anos foi assassinada nesta terça-feira à tarde em Estremoz, tendo o suspeito, um homem de 54, já sido detido pela PSP, revelaram à agência Lusa fontes policiais.  De acordo com as mesmas fontes, o crime ocorreu no escritório da advogada, na Praça da República, cerca das 16h00 e, alegadamente, não foi utilizada qualquer arma.  Na origem do homicídio estará um processo de divórcio, sendo a vítima a advogada da mulher do suspeito.  ""Não conformado com alguma situação, o suspeito terá ido pedir contas à advogada da mulher"", avançaram as mesmas fontes.  Outra fonte policial avançou a possibilidade de o suspeito, com a profissão de comerciante, ter batido com a cabeça da advogada no chão.  Fonte dos bombeiros adiantou à Lusa que o alerta foi dado às 16:03, tendo a mulher sido transportada em estado grave e em manobras de reanimação para o Serviço de Urgência Básica (SUB) de Estremoz, onde acabou por morrer.  As operações de socorro mobilizaram os bombeiros de Estremoz e uma ambulância de Suporte Imediato de Vida (SIV), além da PSP.  A investigação passou para a alçada da secção de homicídios da Polícia Judiciária (PJ)."	publico	4	2014-05-08 07:54:13	False	False	False	False	True	True	True	y	2014	Portugal	Alentejo Central	38.8432944	-7.586907000000001	ÉVORA	continental	POINT (-7.586907000000001 38.8432944)
121	1388	60082d71d0d6153140dd66a8	60082d3d6c4fa8b10676d7c2	6001f130daf0a7a32dd419c8	IAH-20140729170147-00118-p14.arquivo.pt	c833e4a17d033844b4e30c746bb6fae3	https://arquivo.pt/noFrame/replay/20140730022228/http://www.jn.pt/PaginaInicial/Seguranca/Interior.aspx?content_id=4047342		Mulher assassinada à facada na Costa da Caparica	[]	"foto Filipe Amorim / Global Imagens Mulher assassinada pelo marido, em casa de férias na Costa da Caparica  ""Quando a GNR chegou ao local a mulher estava já cadáver. O suspeito, com quem a vítima vivia em união de facto há cerca de seis anos, estava no local e foi detido"", explicou fonte da GNR citada pela Agência Lusa.  A GNR isolou o local e a Polícia Judiciária de Setúbal foi chamada ao local e tomou conta da investigação."	jornal_noticias	8	2014-07-30 02:22:28	False	False	False	False	True	True	True	y	2014	Portugal	Setúbal Peninsula	38.6445165	-9.233606800000002	SETÚBAL	continental	POINT (-9.233606800000002 38.6445165)
117	1368	60082d71d0d6153140dd6688	60082d3d6c4fa8b10676d7a2	6001ef72daf0a7a32dd41740	IAH-20140929223239-00100-p14.arquivo.pt	7821aab4886182f54617ed436826ff8a	https://arquivo.pt/noFrame/replay/20140929235630/http://www.sol.pt/noticia/96735		Consulado quer saber se é uma jovem brasileira a mulher assassinada em Braga	[]	Sociedade Mulher de 40 anos colhida por carruagem de metro no Porto	sol2	13	2014-09-29 23:56:30	False	False	False	False	True	True	True	y	2014	Portugal	Cávado	41.5510583	-8.4280045	BRAGA	continental	POINT (-8.4280045 41.5510583)
116	1340	60082d71d0d6153140dd6644	60082d3d6c4fa8b10676d75e	6001f12edaf0a7a32dd419c5	IAH-20141107004353-00122-p14.arquivo.pt	93dc85494a9c1ccbdf3f8f78a6c9568d	https://arquivo.pt/noFrame/replay/20141107011241/http://www.jn.pt/PaginaInicial/Seguranca/Interior.aspx?content_id=4220252		Órfãos de mulher assassinada na Suíça vêm para Portugal	['Alexandre Panda']	"Na terça-feira, as crianças já se encontraram, em Interlaken, com os avós maternos, que saíram das Caldas da Rainha, para ajudar os netos. ""Em princípio, os mais novos devem regressar a Portugal com os avós mal os corpos sejam libertados para o funeral.  Leia mais na edição e-paper ou na edição impressa."	jornal_noticias	9	2014-11-07 01:12:41	False	False	False	False	True	True	True	y	2014	Portugal	Médio Tejo	39.42232208333333	-8.738420985955061	SANTARÉM	continental	POINT (-8.738420985955061 39.42232208333333)
114	1333	60082d71d0d6153140dd663d	60082d3d6c4fa8b10676d757	6001f53cdaf0a7a32dd41c86	IAH-20141127033716-00214-p22.arquivo.pt	f205a09b826e46b3834308b0c6823a17	https://arquivo.pt/noFrame/replay/20141127082031/http://www.dn.pt/inicio/portugal/interior.aspx?content_id=4214241		Associações recordam em Lisboa e Coimbra mulheres assassinadas em Portugal	[]	"Quatro associações de mulheres promovem hoje uma concentração em Lisboa e uma vigília em Coimbra para evocar a memória das mulheres assassinadas em Portugal, que este ano são já trinta e duas.  A concentração em Lisboa, marcada para as 15:00 frente à Maternidade Alfredo da Costa, foi convocada pela UMAR - União de Mulheres Alternativa e Resposta, Associação de Mulheres contra a Violência e pela Associação Portuguesa de Mulheres Juristas. Em Coimbra, a vigília é promovida pelo Movimento Cívico Nós, Mulheres e está convocada para as 20:00 nas Escadas Monumentais  ""O objetivo das duas iniciativas é o mesmo, lembrar as mulheres que foram assassinadas, dar alguma visibilidade e fazer um apelo à comunidade para que se junte a nós na lembrança destas mulheres que morreram de forma tão fatídica"", disse à agência Lusa Elizabete Brasil, da UMAR.  Esta ação, juntamente com outras que se vão realizar, ""é um grito de alerta"" que pretende unir as pessoas no combate ao femicídio (uma forma de violência letal, que tem como contexto particular o alvo ser uma mulher e o agressor, o seu parceiro amoroso), disse.  Elizabete Brasil disse que, dos dados que a UMAR dispõe, não se pode dizer que há mais mortes de mulheres em Portugal. ""No âmbito do homicídio, o que vemos é que o homicídio baixa, mas o homicídio contra as mulheres, no âmbito das relações de intimidade, não""."	diario_noticias	10	2014-11-27 08:20:31	True	True	False	False	True	True	True	y	2014	Portugal	Lezíria do Tejo	39.459365399999996	-8.782898800000002	SANTARÉM	continental	POINT (-8.782898800000002 39.4593654)
113	1301	60082d71d0d6153140dd65ed	60082d3d6c4fa8b10676d707	6002115edaf0a7a32dd43188	IAH-20150212000136-00129-p22.arquivo.pt	bbb0a86c6831ee9bddd6fe5455892168	https://arquivo.pt/noFrame/replay/20150212035613/http://www.publico.pt/sociedade/noticia/homem-mata-mulher-e-suicidase-em-lamego-1683278		Homem mata mulher durante processo de divórcio	['Pedro Sales Dias']	Um homem matou na tarde deste sábado uma mulher a tiro em plena via pública na cidade de Lamego, no Distrito de Viseu, suicidando-se de seguida com a mesma arma, confirmou ao PÚBLICO fonte da PSP que esteve no local com uma patrulha. Terá sido um transeunte que deu o alerto pelas 13h50 às autoridades.  Os disparos, com um revólver, ocorreram na Estrada Nacional 226, junto à rotunda próxima do centro de inspecção de automóveis. Quando foi atingida, a mulher, de 60 anos, realizava uma habitual caminhada naquela zona onde vivia. Vítima e agressores estariam em processo de divórcio e já viviam separados.  O homem, de 61 anos, terá planeado interceptar naquele local a ex-companheira, acrescentou fonte policial adiantando que um das opções em investigação é a de que o suspeito terá agido motivado por divergências quanto a partilhas de bens.  O caso foi entregue à Polícia Judiciária de Vila Real, contudo, logo que sejam reunidos indícios suficientes sobre a autoria do crime, o Ministério Público deverá arquivar o inquérito uma vez que a responsabilidade criminal extingue-se com a morte do arguido.  Inspectores daquele departamento da PJ deslocaram-se este sábado ao local e recolheram indícios que podem eventualmente vir a ajudar nas conclusões da investigação.  Uma viatura médica do Instituto Nacional de Emergência Médica esteve no local, tendo um clínico confirmado os óbitos. Foi, porém, necessário aguardar pela chegada do delegado de saúde e da procuradora do Ministério Público no sentido de obter autorização para remover os cadáveres do local. Tal só sucedeu já pelas 17h00, segundo fonte policial.  Na última década, morreram 398 mulheres vítimas de agressões em contexto de violência doméstica em Portugal, segundo o último relatório do Observatório de Mulheres Assassinadas da União Mulheres Alternativa e Resposta.  Em 2014 morreram 42 mulheres neste âmbito. Um balanço ligeiramente superior ao registado em 2013, ano em que morreram 37 mulheres. Os ciúmes (20%) e a circunstância de o agressor não aceitar a separação (10%) são os principais motivos apontados pelo observatório que analisou com detalhe os casos que foram notícia em 2014.    Notícia actualizada às 21h08	publico	7	2015-02-12 03:56:13	False	True	False	False	True	True	True	y	2015	Portugal	Viseu Dão-Lafões	40.92020120000001	-7.872350148482335	VISEU	continental	POINT (-7.872350148482335 40.92020120000001)
112	1297	60082d71d0d6153140dd65e9	60082d3d6c4fa8b10676d703	60021a5a7f92159084b659ef	IAH-20150302232742-00095-p22.arquivo.pt	9a329f566d4f8922940a557f0d8b77cb	https://arquivo.pt/noFrame/replay/20150303010416/http://www.dn.pt/inicio/portugal/interior.aspx?content_id=4429435&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+DN-Portugal+%28DN+-+Portugal%29		Idoso mata mulher e suicida-se em Sever do Vouga	['Global Media Group']	Uma mulher de cerca de 80 anos foi morta pelo marido na madrugada desta segunda-feira, em casa, em Rocas do Vouga, concelho de Server do Vouga. O homem suicidou-se em seguida, segundo disse ao DN fonte do Comando Distrital de Operações de Socorro de Aveiro.  Segundo fonte dos Bombeiros, a mulher estaria a dormir quando foi atingida com um tiro de caçadeira na cabeça. O homem foi encontrado morto, sentado numa cadeira, também com um tido de caçadeira na cabeça.  O alerta chegou aos bombeiros às 05:50 e o crime ocorreu na residência do casal. A GNR tomou conta da ocorrência e passou o caso à Polícia Judiciária.  No local, estão os Bombeiros de Sever do Vouga para proceder ao levantamento dos corpos que vão ser transportados para o Gabinete Médico-Legal de Aveiro.	diario_noticias	10	2015-03-03 01:04:16	False	False	False	False	True	True	True	y	2015	Portugal	Baixo Vouga	40.7462056	-8.357502799999999	AVEIRO	continental	POINT (-8.357502799999999 40.7462056)
