Unnamed: 0	_id	pos_processed_news	news_table_id	id	arquivo_hash	news_link	news_site_date	news_site_title	news_site_authors	news_site_text	search_newspaper	title_len	arquivo_date	feminicidio	violencia_domestica	violencia_sexual	assedio_sexual	mulheres_assassinadas	search_keywords	title_countains_keyword	annotated_data	dateyear	country	region	lat	lon
531	60082d71d0d6153140dd60a2	60082d3d6c4fa8b10676d1bc	60021bbf7f92159084b65b76	IAH-20180428031252-00636-p84.arquivo.pt	54e83594ec7eb9a5cffddc6356d52b5e	https://arquivo.pt/noFrame/replay/20180428063334/http://www.cmjornal.pt/portugal/detalhe/alerta-cm--portugues-mata-dois-familiares-a-tiro-na-suica?ref=politica_MaisVistas&act=0&est=Aberto		Português mata mulher e filho a tiro na Suíça	[]	Impresso do site do jornal Correio da manhã, em www.cmjornal.pt  Português mata mulher e filho a tiro na Suíça  Américo Reis entregou-se às autoridades horas após o crime.  26.04.18	correio_manha	9	2018-04-28 06:33:34	False	False	False	False	True	True	True	y	2018	Switzerland	Obwalden	46.81333125000001	8.444947437939406
536	60082d71d0d6153140dd60ac	60082d3d6c4fa8b10676d1c6	60021bba7f92159084b65b6c	IAH-20180418101711-00951-p84.arquivo.pt	2fc31ac3f40fbbb22ce53757bd752a18	https://arquivo.pt/noFrame/replay/20180418115910/https://www.cmjornal.pt/mundo/detalhe/mata-mulher-que-nao-queria-fazer-sexo-ao-pontape?ref=Tv%20Media_BlocoTopoPagina		Mata mulher ao pontapé por não querer fazer sexo	[]	"Jovem de 29 anos foi deixada coberta com um lençol após violentas agressões do marido.  17.04.18  Um homem inglês residente na Tailândia foi detido depois de ter agredido a mulher até à morte com pontapés por esta ter recusado fazer sexo. Ouvido pelas autoridades, Kevin Smithman confessou a violenta agressão e admitiu ter pontapeado Kanda, de 29 anos, na cara e no corpo.  De acordo com os meios de comunicação locais, o ataque foi motivado por um ataque de ciúmes. Kevin, que trabalha como engenheiro mecânico, acusou Kanda de o ter traído após uma festa em casa do casal, em Ubon Ratchathani.  Segundo as autoridades, depois de agredir Kanda até à morte, Kevin deixou o corpo caído no meio da rua, à porta do prédio do casal, coberto com um lençol. Foram os vizinhos que deram o alerta às autoridades, após terem encontrado o corpo da jovem tailandesa, que tinha apenas a roupa interior vestida.  ""Chegámos e encontrámos uma mulher já morta, nua, no chão em frente da casa. A vítima foi identificada como sendo Kanda Smitham, de 29 anos. Estava coberta com um lençol. Tinha a cara e o corpo cobertos de lesões, consistentes com uma agressão muito violenta. O marido da vítima admitiu tê-la pontapeado repetidamente, mas diz que ela fugiu e caiu inanimada no chão. O suspeito afirma que não tinha intenção de matar"", adianta o inspetor-geral da polícia local.  O casal tinha ido àquela localidade para visitar a família e estava com os dois filhos, que foram entregues a familiares após a detenção do pai. As crianças não terão assistido às agressões. Segundo contou Kevin às autoridades, os dois tinham estado a beber durante toda a noite, antes da discussão.  ""Enquanto comiam e bebiam os dois envolveram-se numa discussão acesa porque o suspeito queria fazer sexo, algo que a mulher lhe negou. Ele diz que ficou com ciúmes porque pensou que a mulher tinha estado a cortejar outro homens e acusou-a de traição. Depois de a vítima ter morrido, o suspeito foi-se deitar"", adianta a polícia.  Kevin aguarda julgamento em prisão preventiva, num altura em que a polícia está a confirmar as causas da morte com uma autópsia ao corpo de Kanda."	correio_manha	9	2018-04-18 11:59:10	False	False	False	False	True	True	True	y	2018	India	Bageshwar	29.84542725	79.93638832199528
537	60082d71d0d6153140dd60ad	60082d3d6c4fa8b10676d1c7	6001ebe2daf0a7a32dd413c1	IAH-20180416010009-00489-p84.arquivo.pt	bd28e69e1fa5ff14b798e67da8ced486	https://arquivo.pt/noFrame/replay/20180416043707/http://www.cmjornal.pt/mundo/detalhe/mulher-assassinada-pelo-namorado-testemunha-contra-este-em-tribunal?act=0&est=Aberto		Mulher assassinada pelo namorado testemunha contra este em tribunal	[]	"Impresso do site do jornal Correio da manhã, em www.cmjornal.pt  Mulher assassinada pelo namorado testemunha contra este em tribunal  Mulher de 33 anos foi regada com gasolina e queimada viva pelo companheiro.  14.04.18  É um caso no mínimo insólito: uma mulher que morreu no hospital após o namorado lhe lançar gasolina antes de a queimar viva vai testemunhar em tribunal no caso em que o agressor é acusado de tentativa de assassinato. Isto porque antes de morrer, Judy Malinowski filmou o seu testemunho para que este pudesse constar do processo posteriormente.    O caso ocorreu em junho de 2015 numa bomba de gasolina, em Ohio, nos EUA. A jovem de 33 anos só acabaria por morrer dois anos depois na sequência dos ferimentos sofridos, uma vez que ficou com 80% do corpo queimado.    Os advogados do suspeito tentaram impedir que o seu testemunho gravado numa cama de hospital fosse usado em tribunal, citando tecnicidades legais, mas não conseguiram fazê-lo.    Judy também chegou a dar declarações à imprensa onde contou tudo o que se passou. ""Nunca pensei que alguém pudesse ser tão mau"", revelou.    Slager, o então namorado da vítima, manteve sempre a teoria de que lhe pegou fogo por acidente quando acendeu um cigarro.    Judy perdeu as duas orelhas e dois dedos no ataque. Foi submetida a 56 cirurgias antes de morrer. Nos seus últimos tempos de vida, a mulher estava tão enfraquecida que já não era capaz de enfrentar qualquer procedimento cirúrgico."	correio_manha	9	2018-04-16 04:37:07	False	False	False	False	True	True	True	y	2018	United States	Ohio	40.225356899999994	-82.6881395
545	60082d71d0d6153140dd60bd	60082d3d6c4fa8b10676d1d7	60021bb97f92159084b65b69	IAH-20180331170158-00140-p84.arquivo.pt	0ac47d2e16b17ec2dbc861d103a0cdf0	https://arquivo.pt/noFrame/replay/20180331171057/http://www.cmjornal.pt//portugal/detalhe/alerta-cm-homem-mata-mulher-a-pancada-em-sintra		Pedreiro mata mulher à pancada em Sintra	[]	"Impresso do site do jornal Correio da manhã, em www.cmjornal.pt  Pedreiro mata mulher à pancada em Sintra  Filho deu o alerta às autoridades. Crime aconteceu em Manique de Cima.  Por Daniela Vilar Santos e João Tavares | 09:14  Um pedreiro, de 61 anos, matou a mulher à pancada em Manique de Cima, Sintra, esta madrugada. O agressor ligou ao filho a informar que tinha acontecido uma tragédia, e foi este quem deu o alerta às autoridades.    Quando as autoridades chegaram ao local, o agressor não ofereceu resistência e entregou-se. O homem está detido. A mulher, de 59 anos, não resistiu aos ferimentos.    No local estiveram dois veículos dos bombeiros Voluntários de São Pedro de Sintra com cinco operacionais, INEM e a GNR de Sintra.      O proprietário do anexo onde vivia a vítima e o agressor disse ao CM que a família era ""respeitadora"", ""tranquila"" e que os filhos iam à missa.    A vítima e o agressor têm nacionalidade portuguesa mas terão nascido na Moldávia.    O alerta foi dado por volta das 2h30.    Em atualização"	correio_manha	7	2018-03-31 17:10:57	False	False	False	False	True	True	True	y	2018	Portugal	Grande Lisboa	38.80390774	-9.355299307447874
574	60082d71d0d6153140dd60df	60082d3d6c4fa8b10676d1f9	6001ebe4daf0a7a32dd413c5	IAH-20180128052834-00903-p84.arquivo.pt	547b2e7059221cf81d3410e2e5775975	https://arquivo.pt/noFrame/replay/20180128055343/https://www.cmjornal.pt/multimedia/videos//detalhe/mulher-morre-assassinada-pelo-marido-37-dias-apos-fazer-queixa		Mulher morre assassinada pelo marido 37 dias após fazer queixa	[]	Copyright © 2018. Todos os direitos reservados. É expressamente proíbida a reprodução na totalidade ou em parte, em qualquer tipo de suporte, sem prévia permissão por escrito da Cofina Media S.A. - Grupo Cofina. Consulte as condições legais de utilização.	correio_manha	10	2018-01-28 05:53:43	False	False	False	False	True	True	True	y	2018	unknown	unknown	999.0	999.0
575	60082d71d0d6153140dd60e0	60082d3d6c4fa8b10676d1fa	6001ee07daf0a7a32dd4165e	IAH-20180127060316-00901-p84.arquivo.pt	d865b4abf6d4669ce2db63b10c240ec1	https://arquivo.pt/noFrame/replay/20180127071239/https://sol.sapo.pt/artigo/597912/viol-ncia-domestica-mulher-assassinada-pelo-marido-37-dias-depois-de-apresentar-queixa		Violência doméstica. Mulher assassinada pelo marido 37 dias depois de apresentar queixa	['Jornal Sol']	A vítima fez queixa ao MP 37 dias antes de ser assassinada.  O Ministério Público está a ser alvo de críticas depois de ter falhado num caso de violência doméstica.  Em 2015, uma mulher fez queixa do seu marido, afirmando que sofria de violência e era ameaçada. 37 dias depois foi assassinada pelo marido.  Segundo o relatório da Equipa de Análise Retrospetiva de Homicídio em Violência Doméstica, o Ministério Público (MP) teve três oportunidades para proteger a vítima. De acordo com o jornal Público, a procuradora deixou o processo arrastar-se em burocracia, que demorou dias, em vez de tomar medidas que concluíam que a vítima estava em risco.  A equipa de Análise Retrospetiva de Homicídio em Violência Doméstica foi criada há um ano e analisa as falhas nos processos de homicídios nos casos de violência doméstica.	sol	12	2018-01-27 07:12:39	False	True	False	False	True	True	True	y	2018	unknown	unknown	999.0	999.0
576	60082d71d0d6153140dd60e3	60082d3d6c4fa8b10676d1fd	6001eb1bdaf0a7a32dd41315	IAH-20180125112210-01027-p84.arquivo.pt	c863dbb6140c39b0bf72dd91a2e5d4ce	https://arquivo.pt/noFrame/replay/20180125130143/https://www.dn.pt/portugal/interior/amp/lentidao-e-burocracia-ministerio-publico-falhou-e-mulher-foi-assassinada-9073234.html		Lentidão e burocracia. Ministério Público falhou e mulher foi assassinada	[]	"Lentidão e burocracia. Ministério Público falhou e mulher foi assassinada 25 DE JANEIRO DE 2018 09:54 DN  Global Imagens  Relatório concluiu que procedimentos adotados após mulher ter feito queixa falharam  Uma equipa multidisciplinar que analisa casos de homicídio em situação de violência doméstica volta a apontar o dedo ao Ministério Público. Na análise ao caso de uma mulher que foi morta à paulada pelo marido, em 2015, entendeu que a lentidão e a burocracia impediram que esta fosse protegida após ter apresentado queixa contra o agressor.  O caso remonta a 4 de novembro de 2015. Laura Oliveira Ribeiro, 56 anos, foi morta pelo marido em casa, em Campo, Valongo, depois de ter sido inquirida pessoalmente relativamente a uma queixa que fizera a 29 de setembro desse ano por violência doméstica, identifica o Jornal de Notícias. Ao longo de mais de um mês, o Ministério Público desperdiçou ""três oportunidades de intervenção"", concluiu a Equipa de Análise Retrospetiva de Homicídio em Violência Doméstica (EARHVD).  A mulher, que esteve casada entre janeiro e setembro de 2015, saiu de casa a 23 de setembro após uma agressão que a deixou com ""escoriações e hematomas na face"". ""Tu não vais ter sossego, não te vou sair da porta, vou-te matar, filha da p..."", ter-lhe-á dito o agressor, segundo o relatório final da EARHVD. A partir daí, de acordo com a mesma fonte, o agressor passou a vigiar a vítima, a qual para se proteger colocou algumas armadilhas em casa, nomeadamente trancas de madeira nas janelas e fios de corrente elétrica nos estores.  No dia 29, a vítima foi ao MP e apresentou denúncia oral contra o marido.  A 8 de outubro, a magistrada do MP deu ordem para que a vítima fosse notificada para esclarecer a queixa, o que aconteceu a 22, numa resposta por escrito em que descrevia as agressões e as ameaças de que foi alvo. ""Arrebento-te a cabeça se fizeres queixa de mim"", ter-lhe-á dito o agressor.  A 26 de outubro, a magistrada ordenou um contacto telefónico a Laura para que esta fosse prestar declarações. Dois dias depois, por não ter conseguido falar com a mulher, o MP notificou-a para ser inquirida presencialmente, o que aconteceu a 4 de novembro às 14:00.  Quando regressou a casa, Laura foi morta pelo marido, que cumpre atualmente uma pena de 16 anos de cadeia. O corpo só foi encontrado três dias depois.  ""Não foi atribuído a A o estatuto de vítima, não foi efetuada nenhuma avaliação de risco nem equacionada a aplicação de medidas de proteção à vítima"", critica o relatório da EARHVD.  Leia o relatório aqui  Segundo o estudo ""Homicídio, femicídio e stalking no contexto das relações de intimidade"", que está a ser desenvolvido pela Polícia Judiciária, um terço das 43 mulheres assassinadas pelos maridos nos últimos cinco anos, na Grande Lisboa - ou seja, 13 - já tinha apresentado queixa às autoridades por violência doméstica. Mais de metade das vítimas estava em processo de separação (51,2%), por iniciativa delas, e a grande maioria das mortes (68,4%) aconteceu no prazo de dois meses após a separação."	diario_noticias	10	2018-01-25 13:01:43	True	True	False	False	True	True	True	y	2018	Portugal	Grande Lisboa	38.86879605	-9.190655369225416
582	60082d71d0d6153140dd60f5	60082d3d6c4fa8b10676d20f	60021b0c7f92159084b65a94	IAH-20180115010205-00574-p84.arquivo.pt	9647be50ca57dcc7008937c2e7eb14d7	https://arquivo.pt/noFrame/replay/20180115015901/https://www.dn.pt/portugal/interior/amp/homem-mata-mulher-a-tiros-de-cacadeira-e-suicida-se-9047968.html		Homem mata mulher a tiros de caçadeira e suicida-se	[]	Homem mata mulher a tiros de caçadeira e suicida-se 14 DE JANEIRO DE 2018 20:27  GNR foi avisada para o caso a meio da tarde  Um homem matou hoje uma mulher e suicidou-se de seguida em Barroselas, Viana do Castelo, revelou à Lusa fonte da GNR.  O alerta de homicídio foi dado cerca das 18:00, no local estiveram elementos da GNR e dos bombeiros e a investigação foi entregue à Polícia Judiciária.  De acordo com a GNR, o homem tinha 79 anos e a mulher 80 anos.	diario_noticias	10	2018-01-15 01:59:01	False	False	False	False	True	True	True	y	2018	Portugal	Alto Minho	41.88032570000001	-8.523255293554344
583	60082d71d0d6153140dd60fa	60082d3d6c4fa8b10676d214	60021bb87f92159084b65b68	IAH-20180109180233-00034-p84.arquivo.pt	7e342d6b4293e48c4554f52073f7d697	https://arquivo.pt/noFrame/replay/20180109183254/http://www.cmjornal.pt//portugal/detalhe/homem-mata-mulher-em-evora-veja-em-direto-na-cmtv		Homem mata mulher em Évora	[]	Alerta foi dado por volta das 11h00.  14:57  Um casal de idosos com cerca de 80 anos foi encontrado sem vida na manhã desta terça-feira, dentro da sua casa, em Évora.    O alerta foi dado por volta das 11h00, altura em que a filha do casal tentou entrar na habitação e não conseguiu, pedindo ajuda à polícia.  As autoridades desconfiam que o homem tenha matado a mulher e a seguir cometido suicídio.  No local está a PSP e a PJ.  Em atualização	correio_manha	5	2018-01-09 18:32:54	False	False	False	False	True	True	True	y	2018	Portugal	Alentejo Central	38.5707742	-7.9092808
584	60082d71d0d6153140dd60fd	60082d3d6c4fa8b10676d217	6001f5addaf0a7a32dd41d15	IAH-20171230000138-00469-p84.arquivo.pt	70e48065f406ff9434580da425dc0012	https://arquivo.pt/noFrame/replay/20171230004724/https://www.cmjornal.pt/portugal/amp/filho-de-milionario-mata-mulher-com-quatro-tiros		Filho de milionário mata mulher com quatro tiros	[]	Filho de milionário mata mulher com quatro tiros  Luís Cardoso entrou na empresa onde trabalhava Sandra, em Salvaterra de Magos, e assassinou-a.  Luís Cardoso não suportava a separação e a ideia do divórcio anunciado. Ontem, armado com uma pistola, pelas 13h30, foi ter com a ainda mulher ao trabalho, numa empresa de transportes em Salvaterra de Magos. E, à frente de colegas da vítima, disparou pelo menos cinco tiros – quatro contra Sandra e um sobre ele próprio. Morreram ali, no chão do escritório. O homicida deixa dois filhos.    Segundo o CM apurou, Luís, de 46 anos, é filho do milionário Armando Cardoso, o antigo patrão da Conforlimpa, a gigante das limpezas em Portugal (ver caixa ao lado). Atualmente, o homicida trabalhava no mesmo ramo que o pai. Estava ligado à empresa Salimpa, com sede em Santarém. Sandra, a vítima de 45 anos, trabalhava no departamento financeiro da Running and Flying, empresa de transportes com sede na zona de Vale Queimado, junto à EN118.    Ontem, à hora de almoço, Luís conduziu até ao local de trabalho da mulher, estacionou à porta da empresa e entrou a pé. Ninguém suspeitou de nada, uma vez que era conhecido dos colegas da mulher. Mas, assim que ficou frente a frente com Sandra, Luís puxou da pistola. A vítima ainda se terá tentado refugiar debaixo da secretária, mas não escapou à fúria do homicida. Ele matou-a e matou-se a seguir.    Os colegas da vítima deram o alerta, mas quando as equipas de socorro chegaram ao local já nada havia a fazer. A sede da empresa foi isolada e apenas foi autorizada a entrada de familiares do casal, que foram chegando ao local durante a tarde, à medida que iam tendo conhecimento da tragédia. A Judiciária foi acionada para investigar as circunstâncias deste homicídio, seguido de suicídio, mas o processo será arquivado devido à morte do autor do crime.    Queixas a amigos por ameaças e violência em casa  Sandra nunca apresentou uma queixa formal contra o marido, de quem se estava a divorciar. Mas fontes policiais garantiram ao CM que a vítima já tinha confidenciado a amigos ser vítima de ameaças e violência. Na empresa era considerada uma mulher alegre, compreensiva e simpática para todos.    Empresário levou carro da empresa para cometer o crime  Luís Cardoso tinha 46 anos e trabalhava na empresa Salimpa. Ontem saiu de casa, em Santarém, com o carro da sua empresa e entrou armado na empresa onde trabalhava a mulher e disparou várias vezes. A seguir pôs termo à própria vida com a mesma arma.    Pai foi condenado por fraude fiscal de 42 milhões  Armando Cardoso, pai do homicida e patrão da Conforlimpa, foi condenado a 11 anos de cadeia em 2014 por uma fraude fiscal que lesou o Estado em 42 milhões e 352 mil euros. A filha Andreia apanhou três anos. O processo ainda corre nos tribunais.    Idosa esfaqueada pelo marido está em estado grave  A mulher de 79 anos que foi esfaqueada pelo marido, de 81, em Póvoa do Veado, em Castro Daire, no dia de Natal, está internada em estado muito grave no hospital de Viseu. O agressor, tentou-se matar com a mesma faca e também está internado.    19 mulheres assassinadas  Cândida, Paula, Fátima, Lina, Ilídia, Maria, Juvelina, Maria José, Maria de Fátima, Ana Freitas, Maria Ascensão, Ana, Carla, Ilda ou Sandrina. Estes são apenas os nomes de algumas das 19 mulheres assassinadas em contexto de violência doméstica desde o início do ano. A última desta lista negra até ao caso de ontem era Sandrina. Foi degolada em casa pelo marido, Claude, durante a noite, enquanto os três filhos dormiam, em Tornada, nas Caldas da Rainha. O marido ainda se tentou suicidar, mas sobreviveu.    De acordo com os dados da UMAR, para lá destes 19 homicídios consumados – o número mais baixo dos últimos anos –, houve ainda 23 tentativas.    Em metade dos casos as vítimas tinham ainda relações de intimidade com os homicidas e em 22% dos casos já se tinham separado ou divorciado. Também em metade dos casos já havia registo de queixa por parte das vítimas junto das autoridades competentes e em quatro dos casos existiam mesmo medidas de coação ou de afastamento já aplicadas pelos tribunais. A Madeira foi a região com mais casos – cinco homicídios consumados –, seguida do distrito do Porto, com quatro casos registados pelas autoridades.    Estes crimes deixaram ainda este ano 27 órfãos de mãe.      Siga o CM no Facebook.	correio_manha	8	2017-12-30 00:47:24	False	True	False	False	True	True	True	y	2017	Portugal	West	39.090377545	-9.3735955488449
586	60082d71d0d6153140dd60ff	60082d3d6c4fa8b10676d219	6001f6b8daf0a7a32dd41eac	IAH-20171229073723-01054-p84.arquivo.pt	16b6f7b72b07d9e3b2715e523c26d0dc	https://arquivo.pt/noFrame/replay/20171229085620/https://sol.sapo.pt/artigo/593863/homem-mata-mulher-e-suicida-se-em-salvaterra-de-magos-		Homem mata mulher e suicida-se em Salvaterra de Magos	['Jornal Sol']	Entre 1 de janeiro e 20 de novembro, 18 mulheres foram assassinadas por homens com quem tinham relações íntimas ou familiares  Um homem de 46 anos baleou ontem mortalmente a mulher em Salvaterra de Magos, suicidando-se de seguida. A mulher tinha 45 anos e trabalhava na empresa de transportes Running & Flying no departamento administrativo, onde o crime aconteceu.  O casal encontrava-se em processo de separação e era oriundo de Santarém, segundo avançou o “Diário de Notícias”. De acordo com a “Rede Regional”, deixam dois filhos menores.  Em resposta ao alerta, os bombeiros de Samora Correia e de Salvaterra de Magos, bem como o INEM, foram chamados ao local. Também a GNR e a Polícia Judiciária se dirigiram ao lugar do crime para apurarem o sucedido. As autoridades foram alertadas depois de testemunhas próximas do local terem ouvido disparos pelas 13h27, segundo o Comando Distrital de Operações de Santarém à Lusa.  O crime, que deixou a população em choque, surge no fechar de um ano em que os números de feminicídios em Portugal baixaram.  Entre 1 de janeiro e 20 de novembro, 18 mulheres foram assassinadas por homens com quem tinham relações de intimidade e familiares próximas, segundo o relatório preliminar da UMAR e do Observatório de Mulheres Assassinadas (OMA). É o número mais baixo dos últimos 14 anos. Foram ainda registadas 23 tentativas de feminicídio no mesmo período.  Ainda assim, João Lázaro, presidente da Associação Portuguesa de Apoio à Vítima, prefere esperar pelos números oficiais. “Não há nesta altura valores [oficiais] para os números de 2017, ou seja, não se sabe exatamente se aumentou ou diminuiu”, disse. “Regra geral andam entre os 20, 25, 26 por ano, um número que todos os anos ronda os 25% do número total de homicídios no país”, salienta Lázaro, alertando assim para a importância destes fenómenos no universo dos homicídios.  Para o responsável, qualquer vida conta e o mínimo intervalo é significativo: “A diferença entre 20 e 25 faz toda a diferença. Estamos a falar de vidas de pessoas que são ceifadas.”  As mulheres assassinadas às mãos dos seus cônjuges foram, em 41% dos casos, vítimas de violência doméstica antes de morrerem. Feminicídio e violência doméstica são, de acordo com o OMA, dois fenómenos intimamente relacionados.  No ano passado, de acordo com o Relatório Anual de Segurança Interna, foram feitas 22.773 participações pelo crime de violência doméstica, uma subida de 1,4% face ao ano anterior.  Como o SOL noticiou este fim de semana, até ao final de novembro o INEM recebeu 1872 pedidos de socorro em contexto de agressões em relações íntimas ou familiares. Números que não representam uma diminuição, mas sim uma consolidação. Mas também pode significar que há menos vergonha em pedir ajuda. “Os números de violência doméstica – e falamos sobretudo de violência contra as mulheres – não têm sofrido uma diminuição, mas pelo menos têm tido uma consolidação. Essa leitura da consolidação – mesmo que muitas vezes aumente – também tem uma leitura positiva no sentido de as pessoas tolerarem cada vez menos a violência, o que faz com que participem às autoridades – o que já aqui revela uma maior confiança nas autoridades”, afirma Lázaro. “Esses números significam que existe uma menor ocultação da realidade”, acrescenta.  O número de casos de feminicídio tem vindo a diminuir desde 2013. Contudo, são ainda bastante elevados: em 2014 foram assassinadas 40 mulheres, em 2015, 25 e, em 2016, 29. Entre 2004 e 2013, 356 mulheres foram assassinadas em contexto de violência doméstica.	sol	10	2017-12-29 08:56:20	True	True	False	False	True	True	True	y	2017	Portugal	Lezíria do Tejo	39.077836575000006	-8.766372875
587	60082d71d0d6153140dd6100	60082d3d6c4fa8b10676d21a	60021fe87f92159084b66086	IAH-20171228043458-00840-p84.arquivo.pt	df2dab8668b9a7da1a90ed643ca2f4be	https://arquivo.pt/noFrame/replay/20171228043834/https://sol.sapo.pt/artigo/593792/homem-mata-mulher-a-tiro-no-local-de-trabalho-e-a-seguir-suicida-se		Homem mata mulher a tiro no local de trabalho e a seguir suicida-se	['Jornal Sol']	Um homem matou a sua mulher a tiro, em Salvaterra de Magos, e de seguida suicidou-se.  O homicídio ocorreu numa empresa, onde a vítima trabalhava, na Estrada Nacional 118, pelas 13h30.  De acordo com o Jornal de Notícias, a mulher trabalhava nesta empresa de transporte, e o marido terá entrado no estabelecimento e terá disparado contra a mesma.  O mesmo jornal indica que ambos se encontravam em processo de separação.  No local estiveram presentes os bombeiros de Salvaterra de Magos e de Samora Correia, e os óbitos foram declarados no local.	sol	14	2017-12-28 04:38:34	False	False	False	False	True	True	True	y	2017	Portugal	Lezíria do Tejo	39.0249942	-8.792927800000001
589	60082d71d0d6153140dd6102	60082d3d6c4fa8b10676d21c	60021b647f92159084b65b08	IAH-20171226214734-00350-p84.arquivo.pt	c775105c30e9df592854b4b487a733e1	https://arquivo.pt/noFrame/replay/20171226233428/http://www.cmjornal.pt//portugal/detalhe/homem-mata-mulher-no-emprego-e-suicida-se		Homem mata mulher no emprego e suicida-se	[]	Crime aconteceu em Salvaterra de Magos.  15:44  Um homem entrou numa empresa de transportes e matou a mulher, que lá trabalhava, suicidando-se de seguida. O crime aconteceu na Estrada Nacional 118, em Salvaterra de Magos.O alerta foi dado às 13h27 desta terça-feira, segundo apurou oO casal teria entre 30 a 40 anos e estava em processo de separação.No local encontra-se já a Polícia Judiciária, que montou um perímetro de segurança, bem como o INEM e os bombeiros de Samora Correira e Salvaterra de Magos.  O crime terá ocorrido dentro de um dos escritórios da empresa de transportes, onde a mulher trabalhava, segundo o que o CM apurou.    O homem suicidou-se com a mesma arma que utilizou para matar a mulher.  Em atualização	correio_manha	8	2017-12-26 23:34:28	False	False	False	False	True	True	True	y	2017	Portugal	Lezíria do Tejo	39.0249942	-8.792927800000001
595	60082d71d0d6153140dd610d	60082d3d6c4fa8b10676d227	60021b867f92159084b65b3a	IAH-20171221180205-00077-p84.arquivo.pt	33a38f5228db4a646a44c2bc92487878	https://arquivo.pt/noFrame/replay/20171221180851/http://www.cmjornal.pt//mundo/detalhe/youtuber-mata-namorado-em-direto		Youtuber mata namorado em direto	[]	"Jovem afirma que foi persuadida pelo companheiro.  13:21  Uma jovem norte-americana, de 20 anos, confessou ter disparado sobre o namorado em direto no Youtube. O que era suposto ser uma brincadeira, acabou por resultar na morte do companheiro. A youtuber afirma que foi persuadida pelo jovem para realizar a filmagem.  Monalisa Perez preparava-se para filmar uma brincadeira para o seu canal do Youtube, La MonaLisa, no dia 26 de junho, em que a ideia era disparar uma arma para o peito do namorado, Pedro Ruiz, que estava protegido por um livro, e mostrar que a bala não trespassava o objeto.  Segundo o jornal britânico The Independent, a jovem deu-se como culpada num tribunal do Minnesota, nos EUA. Monalisa contou que o livro não impediu que a bala atingisse mortalmente o namorado, de 22 anos, com quem tem uma filha, de três anos.  Perante o juiz, a jovem disse que o companheiro a convenceu a gravar o filme, mostrando-lhe várias cenas em que tinham sido usados outros livros e que tinham sido bem-sucedidas.  Poucas horas antes do acidente, Monalisa tinha anunciado no Twitter que ela e o namorado iam ""fazer o vídeo mais perigoso de sempre"". ""A ideia foi dele, não minha"", publicou.      Me and Pedro are probably going to shoot one of the most dangerous videos ever HIS idea not MINE — Monalisa Perez (@MonalisaPerez5) June 26, 2017      Dezenas de espetadores assistiram ao vídeo em direto e puderam presenciar em primeira mão a morte de Pedro. O casal era conhecido pelos filmes perigosos que publicavam no Youtube e que se tornavam virais.  Monalisa pode ser condenada a seis meses de prisão e dez de liberdade condicional. A jovem regressa a tribunal em fevereiro."	correio_manha	5	2017-12-21 18:08:51	False	False	False	False	True	True	True	y	2017	United States	Minnesota	45.98965870000001	-94.6113288
